,lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,pocet_odberat,pocet_mist,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
1386,Moravská Třebová,E,0.0,1.0,0.0,0.0,0.0,7.183,21,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.36,24903.0,628.43,4125.0,630.9436347664323,29028.0
1387,Moravská Třebová - nám T.G. Masaryka 109/2,E,0.0,1.0,0.0,0.0,0.0,0.16,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.1,358.0,652.1,358.0
1388,Moravské Budějovice - Dům sv. Antonína,J,0.0,1.0,0.0,0.0,0.0,0.36200000000000004,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.3,1426.0,393.3,1426.0
1389,Moravský Beroun,M,0.0,1.0,0.0,0.0,0.0,1.245,1,1,0.0,0.0,303.24,4715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.24,4715.0
1390,Moravský Beroun,M,0.0,1.0,0.0,0.0,0.0,9.2,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.2,14130.0,0.0,0.0,685.2,14130.0
1391,Moravský Beroun,M,0.0,1.0,0.0,0.0,0.0,0.19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.17,252.0,366.17,252.0
1392,Moravský Krumlov,B,0.0,1.0,0.0,0.0,0.0,0.9520000000000001,1,1,0.0,0.0,256.17,9980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17,9980.0
1393,Moravský Krumlov - domovní kotelny,B,0.0,1.0,0.0,0.0,0.0,1.2830000000000001,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.05,4422.0,325.05,4422.0
1394,Moravský Krumlov - Sídliště 364,B,0.0,1.0,0.0,0.0,0.0,2.4,12,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.3,12170.0,0.0,0.0,0.0,0.0,0.0,0.0,480.3,12170.0
1395,Mořkov - Obecní úřad,T,0.0,1.0,0.0,0.0,0.0,0.38799999999999996,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.97,1362.0,375.97,1362.0
1396,Mořkov - ZŠ a MŠ,T,0.0,1.0,0.0,0.0,0.0,0.557,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.4,1664.0,368.4,1664.0
1397,Most,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,9,71,0.0,0.0,0.0,0.0,0.0,0.0,543.78,19960.0,0.0,0.0,584.2,6177.0,0.0,0.0,584.22,64071.0,0.0,0.0,0.0,0.0,575.2706170184464,90208.0
1398,Most - Nádražní 774/1,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.41,1329.0,0.0,0.0,0.0,0.0,568.41,96.0,0.0,0.0,0.0,0.0,568.41,1425.0
1399,Most - tř. Budovatelů 2957,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.26,1087.0,0.0,0.0,0.0,0.0,479.26,1087.0
1400,Most - Vítězslava Nezvala 2696/11,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.05,990.0,0.0,0.0,810.05,990.0
1401,"Most, Litvínov",U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,585,875,0.0,0.0,0.0,0.0,0.0,0.0,418.37,584210.0,0.0,0.0,572.75,271343.0,0.0,0.0,580.62,470384.0,471.94,52935.0,0.0,0.0,506.15585995654413,1378872.0
1402,Mostek 56 (okres Trutnov),H,0.0,0.0,1.0,0.0,0.0,17.2,1,1,66.5,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,459.0
1403,Mostkovice - Jižní 549/1,M,0.0,1.0,0.0,0.0,0.0,0.24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.81,682.0,587.81,682.0
1404,"Mrákov, část Starý Klíčov - areál",P,0.0,0.0,1.0,0.0,0.0,1.0390000000000001,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7,4655.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7,4655.0
1405,"Mšené-lázně, Na Pankráci 351",U,0.0,1.0,0.0,0.0,0.0,0.396,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.94,903.0,0.0,0.0,0.0,0.0,0.0,0.0,804.94,903.0
1406,Mšeno - Palackého 154,S,1.0,0.0,0.0,0.0,0.0,0.18,2,1,0.0,0.0,0.0,0.0,489.69,228.0,0.0,0.0,0.0,0.0,0.0,0.0,489.69,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,489.68999999999994,1324.0
1407,"Mydlovary - Zliv, CZT",C,0.0,0.1127,0.8873000000000001,0.0,0.0,15.940999999999999,679,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.49,37386.0,0.0,0.0,0.0,0.0,668.49,37386.0
1408,Mýšlovice,S,0.0,0.0,1.0,0.0,0.0,0.327,1,1,0.0,0.0,127.77,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.77,2180.0
1409,Načeradec,S,0.0,0.0,1.0,0.0,0.0,0.327,1,1,0.0,0.0,127.77,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.77,1640.0
1410,Načeradec,S,0.0,0.0,0.0,1.0,0.0,0.467,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.84,930.0,777.84,930.0
1411,Náchod - Karlovo náměsti 1999,H,0.0,0.9906,0.0,0.009399999999999999,0.0,0.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.33,1032.0,0.0,0.0,679.33,1032.0
1412,Náchod - Palachova 1741,H,0.0,0.9906,0.0,0.009399999999999999,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.11,1186.0,0.0,0.0,687.11,1186.0
1413,Náchod - teplárna,H,0.0,0.9906,0.0,0.009399999999999999,0.0,113.90899999999999,565,1025,0.0,0.0,0.0,0.0,0.0,0.0,452.68,211497.0,0.0,0.0,623.43,43074.0,0.0,0.0,623.43,100633.0,0.0,0.0,539.03,1326.0,521.8255707794575,356530.0
1414,"Náměšť nad Oslavou - blokové kotelny A,B,C,D",J,0.0,0.9925,0.0075,0.0,0.0,5.968,25,63,0.0,0.0,513.32,561.0,560.8,3157.0,0.0,0.0,0.0,0.0,0.0,0.0,560.8,11956.0,0.0,0.0,0.0,0.0,0.0,0.0,559.1006073752711,15674.0
1415,"Náměšť nad Oslavou - Havlíčkova 450-1, bytový dům",J,0.0,1.0,0.0,0.0,0.0,0.096,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.75,298.0,472.75,298.0
1416,"Náměšť nad Oslavou - Husova 898, poliklinika",J,0.0,1.0,0.0,0.0,0.0,0.29,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.86,873.0,494.86,873.0
1417,"Náměšť nad Oslavou - Husova 947, penzion",J,0.0,1.0,0.0,0.0,0.0,0.261,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.67,1419.0,420.66999999999996,1419.0
1418,"Náměšť nad Oslavou - Masarykovo nám. 104, Městský úřad",J,0.0,1.0,0.0,0.0,0.0,0.075,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.55,263.0,509.54999999999995,263.0
1419,"Náměšť nad Oslavou - Žerotínova 386, Špirkova vila",J,0.0,1.0,0.0,0.0,0.0,0.071,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.48,227.0,528.48,227.0
1420,Napajedla - Prusinky 341,Z,0.0,0.0,1.0,0.0,0.0,1.103,1,1,0.0,0.0,104.45,4319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.45,4319.0
1421,Nedvědice u Soběslavi,C,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,2991.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,2991.0
1422,Nedvědice u Soběslavi,C,0.0,0.0,1.0,0.0,0.0,0.624,1,1,0.0,0.0,215.05,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.05,3414.0
1423,Nejdek,K,0.6325999999999999,0.0064,0.0,0.0,0.361,0.0,69,96,0.0,0.0,0.0,0.0,0.0,0.0,458.72,89689.0,0.0,0.0,557.75,14501.0,0.0,0.0,557.75,40381.0,0.0,0.0,0.0,0.0,496.3137391316378,144571.0
1424,Nejdek,K,0.6325999999999999,0.0064,0.0,0.0,0.361,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,239.49,227688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.49,227688.0
1425,Němčice u České Třebové,E,0.0,0.0,1.0,0.0,0.0,0.9279999999999999,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.75,553.0,0.0,0.0,0.0,0.0,0.0,0.0,327.75,553.0
1426,Nepomuk,P,0.0,1.0,0.0,0.0,0.0,2.736,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.8,1177.0,0.0,0.0,0.0,0.0,456.81,8758.0,476.7117845998994,9935.0
1427,Neratovice,S,0.9976999999999999,0.0002,0.0,0.0021,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,293.25,201011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.25,201011.0
1428,Neratovice,S,0.9976999999999999,0.0002,0.0,0.0021,0.0,0.0,230,395,0.0,0.0,0.0,0.0,0.0,0.0,428.26,35071.0,0.0,0.0,544.3,48063.0,0.0,0.0,567.53,76447.0,0.0,0.0,0.0,0.0,529.926264843559,159581.0
1429,Netvořice č.p. 205,S,1.0,0.0,0.0,0.0,0.0,0.855,1,7,0.0,0.0,488.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,1770.0
1430,Neveklov - Rákosníkova 208,S,0.0,0.0,0.0,1.0,0.0,0.485,1,1,0.0,0.0,933.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,552.0
1431,Nošovice 212,T,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.83,371.0,382.83,371.0
1432,Nošovice 213,T,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.1,268.0,420.1,268.0
1433,Nošovice 240,T,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.7,334.0,407.7,334.0
1434,Nová Bystřice,C,0.0,1.0,0.0,0.0,0.0,3.4,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.25,5310.0,0.0,0.0,684.25,5310.0
1435,Nová Cerekev - CZT,J,0.0,0.0,1.0,0.0,0.0,2.0,111,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.96,6646.0,0.0,0.0,569.96,6646.0
1436,Nová Paka - domovní kotelny,H,0.0,1.0,0.0,0.0,0.0,0.638,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.1,2216.0,507.1,2216.0
1437,Nová Paka - Pražská 470,H,0.0,1.0,0.0,0.0,0.0,1.25,1,1,0.0,0.0,610.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,98.0
1438,Nová Paka - sídliště Studénka,H,0.0,0.997,0.0,0.003,0.0,6.5920000000000005,12,29,0.0,0.0,406.69,135.0,363.17,4437.0,0.0,0.0,0.0,0.0,0.0,0.0,403.99,19169.0,0.0,0.0,0.0,0.0,0.0,0.0,396.37642685649297,23741.0
1439,Nová Pec - Nové Chalupy,C,0.0,0.0,1.0,0.0,0.0,3.3,55,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.74,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,702.74,3265.0
1440,"Nová Role, Božičany",K,0.4707,0.2607,0.0,0.0,0.2686,1.6,50,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.39,3966.0,586.16,32466.0,0.0,0.0,583.13694828722,36432.0
1441,Nová Včelnice - Na Hliněnce,C,0.0,1.0,0.0,0.0,0.0,1.7209999999999999,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.75,3665.0,0.0,0.0,718.75,3665.0
1442,Nová Ves 251,B,0.0,0.0,1.0,0.0,0.0,0.6759999999999999,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,3180.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,3180.0
1443,Nová Ves pod Pleší - Nemocnice Na Pleši,S,0.0,0.0,1.0,0.0,0.0,1.2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.79,14610.0,0.0,0.0,0.0,0.0,0.0,0.0,352.79,14610.0
1444,Nové Hrady,C,0.0,1.0,0.0,0.0,0.0,0.16399999999999998,1,1,0.0,0.0,342.12,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.12,1505.0
1445,Nové Hrady - Česká 74,C,0.0,1.0,0.0,0.0,0.0,0.15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.44,338.0,456.44,338.0
1446,Nové Hrady - Česká 79,C,0.0,1.0,0.0,0.0,0.0,0.08,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.96,360.0,573.96,360.0
1447,Nové Hrady - Hradební 169,C,0.0,1.0,0.0,0.0,0.0,0.12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.42,286.0,457.42,286.0
1448,Nové Hrady - Hradební 175,C,0.0,1.0,0.0,0.0,0.0,0.15,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.38,483.0,612.38,483.0
1449,Nové Hrady - Komenského 30,C,0.0,1.0,0.0,0.0,0.0,0.21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.17,385.0,654.17,385.0
1450,Nové Hrady - Komenského 398,C,0.0,1.0,0.0,0.0,0.0,0.025,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.29,102.0,492.29,102.0
1451,Nové Hrady - náměstí Republiky 43,C,0.0,1.0,0.0,0.0,0.0,0.09,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.11,203.0,520.11,203.0
1452,Nové Hrady - náměstí Republiky 46,C,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.06,358.0,453.06,358.0
1453,Nové Hrady - Sídliště míru 414,C,0.0,1.0,0.0,0.0,0.0,0.025,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.95,62.0,575.95,62.0
1454,Nové Hrady - Zahradní čtvrť 313,C,0.0,1.0,0.0,0.0,0.0,0.81,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.17,2868.0,0.0,0.0,0.0,0.0,0.0,0.0,652.17,2868.0
1455,Nové Město na Moravě - Hornická 973,J,0.0,1.0,0.0,0.0,0.0,9.69,80,93,0.0,0.0,373.67,2377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.25,35395.0,0.0,0.0,0.0,0.0,0.0,0.0,513.836898760987,37772.0
1456,"Nové Město na Moravě - Žďárská čp. 714-715,716-717,718-719,720-
721,722-723,990, Purkyňova čp. 876",J,0.0,1.0,0.0,0.0,0.0,6.127999999999999,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.65,2948.0,0.0,0.0,0.0,0.0,0.0,0.0,541.65,2948.0
1457,Nové Město nad Metují - CZT,H,0.0,1.0,0.0,0.0,0.0,6.332000000000001,27,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,21954.0,0.0,0.0,555.0,1197.0,0.0,0.0,555.0,23151.0
1458,Nové Město nad Metují - domovní kotelny,H,0.0,1.0,0.0,0.0,0.0,2.4090000000000003,12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.25,9278.0,385.25,9278.0
1459,Nové Město nad Metují - Družstevní (kotelna Malecí),H,0.0,1.0,0.0,0.0,0.0,0.47200000000000003,1,1,0.0,0.0,184.68,4722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.68,4722.0
1460,Nové Město nad Metují - Sokolská (kotelna Bořetín),H,0.0,1.0,0.0,0.0,0.0,0.47200000000000003,1,1,0.0,0.0,203.03,4895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.03,4895.0
1461,Nové Město pod Smrkem,L,0.0,1.0,0.0,0.0,0.0,5.2,14,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.49,21912.0,566.49,1087.0,566.4900000000001,22999.0
1462,Nové Sedlo,K,0.6325999999999999,0.0064,0.0,0.0,0.361,0.0,23,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.05,2739.0,0.0,0.0,560.05,5417.0,560.05,10383.0,0.0,0.0,560.05,18539.0
1463,Nové Sedlo - Vintiřov,K,0.6325999999999999,0.0064,0.0,0.0,0.361,0.0,5,7,0.0,0.0,0.0,0.0,0.0,0.0,279.61,43672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.61,43672.0
1464,Nové Strašecí,S,0.0,1.0,0.0,0.0,0.0,0.723,1,1,0.0,0.0,211.91,7692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.91,7692.0
1465,Nové Strašecí,S,0.0,1.0,0.0,0.0,0.0,6.915,27,35,0.0,0.0,0.0,0.0,608.01,4941.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,10050.0,0.0,0.0,0.0,0.0,641.0,5657.0,633.1055990895002,20648.0
1466,Nové Strašecí - nelicencované,S,0.0,1.0,0.0,0.0,0.0,0.21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.93,533.0,545.93,533.0
1467,Noviny pod Ralskem - AEROLUX,L,0.0,1.0,0.0,0.0,0.0,0.601,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.36,980.0,425.36,980.0
1468,Novosedly,C,0.0,0.0,1.0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2189.0,0.0,0.0,140.0,2189.0
1469,Novosedly,C,0.0,0.0,1.0,0.0,0.0,0.768,1,1,0.0,0.0,22.48,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,2875.0
1470,Nový Bor,L,0.0,1.0,0.0,0.0,0.0,14.18,32,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.01,50907.0,0.0,0.0,535.01,50907.0
1471,Nový Bor - domovní kotelny,L,0.0,1.0,0.0,0.0,0.0,0.9,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.82,3650.0,348.82,3650.0
1472,Nový Bydžov - byty,H,0.0,1.0,0.0,0.0,0.0,2.38,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.25,3242.0,0.0,0.0,0.0,0.0,569.3,5301.0,569.281025400913,8543.0
1473,Nový Bydžov - nebyty,H,0.0,1.0,0.0,0.0,0.0,3.2,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.83,8357.0,624.83,8357.0
1474,Nový Jičín,T,0.0,0.8873000000000001,0.1127,0.0,0.0,77.55199999999999,186,293,501.45,44071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.79,125881.0,0.0,0.0,0.0,0.0,653.89,18260.0,616.7907005929484,188212.0
1475,"Nový Jičín - B. Martinů 4, EDUCA",T,0.0,1.0,0.0,0.0,0.0,0.365,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.44,696.0,547.44,696.0
1476,Nový Jičín - Bohuslava Martinů 2103/6,T,0.0,1.0,0.0,0.0,0.0,0.032,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.04,110.0,453.04,110.0
1477,Nový Jičín - Dvořákova 11,T,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.58,486.0,480.58,486.0
1478,Nový Jičín - K Nemocnici 76,T,0.0,1.0,0.0,0.0,0.0,8.1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.68,26425.0,0.0,0.0,0.0,0.0,0.0,0.0,440.68,26425.0
1479,Nový Jičín - kogenerační jednotky,T,0.0,1.0,0.0,0.0,0.0,0.231,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.44,1881.0,838.44,1881.0
1480,Nový Jičín - Lužická 33,T,0.0,1.0,0.0,0.0,0.0,0.07,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.64,164.0,441.63999999999993,164.0
1481,Nový Jičín - Masarykovo náměsti 11,T,0.0,1.0,0.0,0.0,0.0,0.46399999999999997,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.81,636.0,448.80999999999995,636.0
1482,Nový Jičín - Masarykovo náměsti 13,T,0.0,1.0,0.0,0.0,0.0,0.063,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.39,51.0,707.39,51.0
